id,row_type,family_id,kind,path_or_pattern,available_count,byte_size,record_or_stem,current_scope,disposition,notes
CNT-017.file.A0C00Y00.QRC,file,CNT-017,source-file,local/arena2/A0C00Y00.QRC,1,3973,A0C00Y00,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C00Y04.QBN,file,CNT-017,source-file,local/arena2/A0C00Y04.QBN,1,4259,A0C00Y04,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem QBN-only.
CNT-017.file.A0C00Y06.QBN,file,CNT-017,source-file,local/arena2/A0C00Y06.QBN,1,2757,A0C00Y06,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C00Y06.QRC,file,CNT-017,source-file,local/arena2/A0C00Y06.QRC,1,1004,A0C00Y06,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C00Y07.QBN,file,CNT-017,source-file,local/arena2/A0C00Y07.QBN,1,1850,A0C00Y07,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C00Y07.QRC,file,CNT-017,source-file,local/arena2/A0C00Y07.QRC,1,1641,A0C00Y07,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C00Y08.QBN,file,CNT-017,source-file,local/arena2/A0C00Y08.QBN,1,3112,A0C00Y08,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C00Y08.QRC,file,CNT-017,source-file,local/arena2/A0C00Y08.QRC,1,2333,A0C00Y08,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C00Y10.QBN,file,CNT-017,source-file,local/arena2/A0C00Y10.QBN,1,1776,A0C00Y10,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C00Y10.QRC,file,CNT-017,source-file,local/arena2/A0C00Y10.QRC,1,3399,A0C00Y10,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C00Y11.QBN,file,CNT-017,source-file,local/arena2/A0C00Y11.QBN,1,2688,A0C00Y11,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C00Y11.QRC,file,CNT-017,source-file,local/arena2/A0C00Y11.QRC,1,3716,A0C00Y11,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C00Y12.QBN,file,CNT-017,source-file,local/arena2/A0C00Y12.QBN,1,3655,A0C00Y12,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C00Y12.QRC,file,CNT-017,source-file,local/arena2/A0C00Y12.QRC,1,2923,A0C00Y12,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C00Y14.QBN,file,CNT-017,source-file,local/arena2/A0C00Y14.QBN,1,5012,A0C00Y14,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C00Y14.QRC,file,CNT-017,source-file,local/arena2/A0C00Y14.QRC,1,2499,A0C00Y14,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C00Y15.QBN,file,CNT-017,source-file,local/arena2/A0C00Y15.QBN,1,5012,A0C00Y15,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C00Y15.QRC,file,CNT-017,source-file,local/arena2/A0C00Y15.QRC,1,2785,A0C00Y15,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C00Y16.QBN,file,CNT-017,source-file,local/arena2/A0C00Y16.QBN,1,5635,A0C00Y16,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C00Y16.QRC,file,CNT-017,source-file,local/arena2/A0C00Y16.QRC,1,3609,A0C00Y16,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C00Y17.QBN,file,CNT-017,source-file,local/arena2/A0C00Y17.QBN,1,4736,A0C00Y17,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C00Y17.QRC,file,CNT-017,source-file,local/arena2/A0C00Y17.QRC,1,2745,A0C00Y17,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C00Y20.QBN,file,CNT-017,source-file,local/arena2/A0C00Y20.QBN,1,2320,A0C00Y20,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C00Y20.QRC,file,CNT-017,source-file,local/arena2/A0C00Y20.QRC,1,1671,A0C00Y20,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C00Y21.QBN,file,CNT-017,source-file,local/arena2/A0C00Y21.QBN,1,1695,A0C00Y21,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C00Y21.QRC,file,CNT-017,source-file,local/arena2/A0C00Y21.QRC,1,1166,A0C00Y21,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C00Y22.QBN,file,CNT-017,source-file,local/arena2/A0C00Y22.QBN,1,1816,A0C00Y22,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C00Y22.QRC,file,CNT-017,source-file,local/arena2/A0C00Y22.QRC,1,1280,A0C00Y22,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C01Y01.QBN,file,CNT-017,source-file,local/arena2/A0C01Y01.QBN,1,1816,A0C01Y01,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C01Y01.QRC,file,CNT-017,source-file,local/arena2/A0C01Y01.QRC,1,1598,A0C01Y01,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C01Y03.QBN,file,CNT-017,source-file,local/arena2/A0C01Y03.QBN,1,2365,A0C01Y03,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C01Y03.QRC,file,CNT-017,source-file,local/arena2/A0C01Y03.QRC,1,3007,A0C01Y03,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C01Y06.QBN,file,CNT-017,source-file,local/arena2/A0C01Y06.QBN,1,3461,A0C01Y06,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C01Y06.QRC,file,CNT-017,source-file,local/arena2/A0C01Y06.QRC,1,2499,A0C01Y06,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C01Y09.QBN,file,CNT-017,source-file,local/arena2/A0C01Y09.QBN,1,2852,A0C01Y09,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C01Y09.QRC,file,CNT-017,source-file,local/arena2/A0C01Y09.QRC,1,2770,A0C01Y09,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C01Y13.QBN,file,CNT-017,source-file,local/arena2/A0C01Y13.QBN,1,2652,A0C01Y13,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C01Y13.QRC,file,CNT-017,source-file,local/arena2/A0C01Y13.QRC,1,5254,A0C01Y13,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C0XY04.QBN,file,CNT-017,source-file,local/arena2/A0C0XY04.QBN,1,3710,A0C0XY04,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C0XY04.QRC,file,CNT-017,source-file,local/arena2/A0C0XY04.QRC,1,3138,A0C0XY04,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C10Y02.QBN,file,CNT-017,source-file,local/arena2/A0C10Y02.QBN,1,1919,A0C10Y02,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C10Y02.QRC,file,CNT-017,source-file,local/arena2/A0C10Y02.QRC,1,2070,A0C10Y02,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C10Y05.QBN,file,CNT-017,source-file,local/arena2/A0C10Y05.QBN,1,3203,A0C10Y05,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C10Y05.QRC,file,CNT-017,source-file,local/arena2/A0C10Y05.QRC,1,2633,A0C10Y05,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C10Y23.QBN,file,CNT-017,source-file,local/arena2/A0C10Y23.QBN,1,2151,A0C10Y23,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C10Y23.QRC,file,CNT-017,source-file,local/arena2/A0C10Y23.QRC,1,1545,A0C10Y23,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C41Y18.QBN,file,CNT-017,source-file,local/arena2/A0C41Y18.QBN,1,3335,A0C41Y18,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.A0C41Y18.QRC,file,CNT-017,source-file,local/arena2/A0C41Y18.QRC,1,3362,A0C41Y18,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-022.file.AMAP00I0.IMG,file,CNT-022,source-file,local/arena2/AMAP00I0.IMG,1,64000,AMAP00I0,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-022.file.AMAP01I0.IMG,file,CNT-022,source-file,local/arena2/AMAP01I0.IMG,1,525,AMAP01I0,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-025.file.ANIM0000.VID,file,CNT-025,source-file,local/arena2/ANIM0000.VID,1,6849174,ANIM0000,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-025.file.ANIM0001.VID,file,CNT-025,source-file,local/arena2/ANIM0001.VID,1,1430898,ANIM0001,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-025.file.ANIM0002.VID,file,CNT-025,source-file,local/arena2/ANIM0002.VID,1,1301400,ANIM0002,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-025.file.ANIM0003.VID,file,CNT-025,source-file,local/arena2/ANIM0003.VID,1,4758737,ANIM0003,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-025.file.ANIM0004.VID,file,CNT-025,source-file,local/arena2/ANIM0004.VID,1,1355971,ANIM0004,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-025.file.ANIM0005.VID,file,CNT-025,source-file,local/arena2/ANIM0005.VID,1,18004713,ANIM0005,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-025.file.ANIM0006.VID,file,CNT-025,source-file,local/arena2/ANIM0006.VID,1,5182490,ANIM0006,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-025.file.ANIM0007.VID,file,CNT-025,source-file,local/arena2/ANIM0007.VID,1,3312499,ANIM0007,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-025.file.ANIM0008.VID,file,CNT-025,source-file,local/arena2/ANIM0008.VID,1,5492487,ANIM0008,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-025.file.ANIM0009.VID,file,CNT-025,source-file,local/arena2/ANIM0009.VID,1,2428656,ANIM0009,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-025.file.ANIM0010.VID,file,CNT-025,source-file,local/arena2/ANIM0010.VID,1,3227869,ANIM0010,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-025.file.ANIM0011.VID,file,CNT-025,source-file,local/arena2/ANIM0011.VID,1,98343,ANIM0011,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-025.file.ANIM0012.VID,file,CNT-025,source-file,local/arena2/ANIM0012.VID,1,2953162,ANIM0012,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-025.file.ANIM0013.VID,file,CNT-025,source-file,local/arena2/ANIM0013.VID,1,1669463,ANIM0013,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-025.file.ANIM0014.VID,file,CNT-025,source-file,local/arena2/ANIM0014.VID,1,2325779,ANIM0014,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-025.file.ANIM0015.VID,file,CNT-025,source-file,local/arena2/ANIM0015.VID,1,6115733,ANIM0015,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-027.file.APAINT.CIF,file,CNT-027,source-file,local/arena2/APAINT.CIF,1,38496,APAINT,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Unclassified residual source; determine semantic use or explicit exclusion while drafting its family task.
CNT-006.file.ARCH3D.BSA,file,CNT-006,source-file,local/arena2/ARCH3D.BSA,1,27143532,ARCH3D,source present; per-file publication not audited,imported,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-027.file.ARROW.RAW,file,CNT-027,source-file,local/arena2/ARROW.RAW,1,100,ARROW,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Unclassified residual source; determine semantic use or explicit exclusion while drafting its family task.
CNT-027.file.ART_PAL.COL,file,CNT-027,source-file,local/arena2/ART_PAL.COL,1,776,ART_PAL,source present; per-file publication not audited,imported,Filesystem presence and size only; source-record usability and runtime publication not inferred. Unclassified residual source; determine semantic use or explicit exclusion while drafting its family task.
CNT-026.file.AZURA.FLC,file,CNT-026,source-file,local/arena2/AZURA.FLC,1,700568,AZURA,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-017.file.B0B00Y00.QBN,file,CNT-017,source-file,local/arena2/B0B00Y00.QBN,1,2694,B0B00Y00,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.B0B00Y00.QRC,file,CNT-017,source-file,local/arena2/B0B00Y00.QRC,1,3171,B0B00Y00,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.B0B00Y01.QBN,file,CNT-017,source-file,local/arena2/B0B00Y01.QBN,1,1235,B0B00Y01,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.B0B00Y01.QRC,file,CNT-017,source-file,local/arena2/B0B00Y01.QRC,1,1537,B0B00Y01,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.B0B10Y04.QBN,file,CNT-017,source-file,local/arena2/B0B10Y04.QBN,1,2086,B0B10Y04,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.B0B10Y04.QRC,file,CNT-017,source-file,local/arena2/B0B10Y04.QRC,1,2881,B0B10Y04,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.B0B20Y07.QBN,file,CNT-017,source-file,local/arena2/B0B20Y07.QBN,1,1334,B0B20Y07,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.B0B20Y07.QRC,file,CNT-017,source-file,local/arena2/B0B20Y07.QRC,1,1649,B0B20Y07,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.B0B20Y18.QBN,file,CNT-017,source-file,local/arena2/B0B20Y18.QBN,1,3166,B0B20Y18,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.B0B20Y18.QRC,file,CNT-017,source-file,local/arena2/B0B20Y18.QRC,1,1505,B0B20Y18,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.B0B20Y19.QBN,file,CNT-017,source-file,local/arena2/B0B20Y19.QBN,1,1552,B0B20Y19,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.B0B20Y19.QRC,file,CNT-017,source-file,local/arena2/B0B20Y19.QRC,1,2106,B0B20Y19,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.B0B40Y08.QBN,file,CNT-017,source-file,local/arena2/B0B40Y08.QBN,1,1247,B0B40Y08,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.B0B40Y08.QRC,file,CNT-017,source-file,local/arena2/B0B40Y08.QRC,1,1022,B0B40Y08,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.B0B40Y09.QBN,file,CNT-017,source-file,local/arena2/B0B40Y09.QBN,1,1353,B0B40Y09,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
